created_at,author_id,conversation_id,referenced_tweets
2022-08-11 15:30:34+00:00,1479569963870474243,1557495312637386752,[<ReferencedTweet id=1557517498240700418 type=replied_to]
2022-08-12 16:53:18+00:00,1477770430094184452,1557498649910861826,[<ReferencedTweet id=1557498649910861826 type=replied_to]
2022-08-12 12:08:46+00:00,797062418,1557501231144239104,[<ReferencedTweet id=1557501231144239104 type=replied_to]
2022-08-11 19:33:22+00:00,1485263082788200450,1557501874009415680,[<ReferencedTweet id=1557501874009415680 type=replied_to]
2022-08-11 16:53:18+00:00,1103800951197102085,1557502034068267010,[<ReferencedTweet id=1557530322031579137 type=replied_to]
2022-08-11 19:39:14+00:00,1309898129718771714,1557502050308595715,[<ReferencedTweet id=1557502050308595715 type=replied_to]
2022-08-11 23:17:07+00:00,1388680189064978432,1557504048844226562,[<ReferencedTweet id=1557504048844226562 type=replied_to]
2022-08-11 16:37:38+00:00,128748408,1557504941736042498,[<ReferencedTweet id=1557504941736042498 type=replied_to]
2022-08-12 13:05:04+00:00,1418788628361367552,1557506440138563584,[<ReferencedTweet id=1557506440138563584 type=replied_to]
2022-08-12 07:39:22+00:00,1375222375566954497,1557509880650629120,[<ReferencedTweet id=1557509880650629120 type=replied_to]
2022-08-11 00:18:31+00:00,4187460802,1557509887885824002,[<ReferencedTweet id=1557509887885824002 type=replied_to]
2022-08-12 05:01:50+00:00,1220475361793859585,1557511303043944448,[<ReferencedTweet id=1557511303043944448 type=replied_to]
2022-08-11 16:19:59+00:00,3090076605,1557511468861497347,[<ReferencedTweet id=1557511468861497347 type=replied_to]
2022-08-11 11:33:25+00:00,240304094,1557512964625911809,[<ReferencedTweet id=1557537976137252865 type=replied_to]
2022-08-11 00:12:03+00:00,1444781113092755459,1557513502536916992,[<ReferencedTweet id=1557518906817921024 type=replied_to]
2022-08-11 00:00:14+00:00,39266014,1557514277644390404,[<ReferencedTweet id=1557514277644390404 type=replied_to]
2022-08-11 17:59:38+00:00,1502409266245816326,1557514380711002113,[<ReferencedTweet id=1557514380711002113 type=replied_to]
2022-08-11 00:30:27+00:00,1263752959357263872,1557516138640187392,[<ReferencedTweet id=1557517729078583297 type=replied_to]
2022-08-11 13:55:22+00:00,1268698452223053824,1557516337525755904,[<ReferencedTweet id=1557726524320923649 type=replied_to]
2022-08-11 00:00:04+00:00,54464214,1557517168371269632,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:00:06+00:00,1544483912889548800,1557517173614153728,
2022-08-11 00:00:20+00:00,1107463742185529344,1557517232477011968,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:00:22+00:00,34326767,1557517241926778880,[<ReferencedTweet id=1557479050020638723 type=retweeted]
2022-08-11 00:00:22+00:00,71520637,1557517243927478277,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:00:23+00:00,1345537448068214784,1557517247698112514,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:00:27+00:00,302381545,1557517263133200384,
2022-08-11 00:00:28+00:00,1519145790316462080,1557517267834994691,[<ReferencedTweet id=1557471443243470849 type=retweeted]
2022-08-11 00:00:39+00:00,1493868400485056513,1557517314928656384,[<ReferencedTweet id=1557471443243470849 type=retweeted]
2022-08-11 00:00:44+00:00,81435711,1557517334331506688,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:00:44+00:00,1331334851392397314,1557517334956359683,[<ReferencedTweet id=1557483883519741952 type=retweeted]
2022-08-11 00:00:44+00:00,1436833482882404354,1557517334977314816,[<ReferencedTweet id=1557091361651834880 type=retweeted]
2022-08-11 00:00:45+00:00,164727180,1557517340396355585,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:00:48+00:00,1448483924397772801,1557517353105104897,[<ReferencedTweet id=1557466964389396480 type=retweeted]
2022-08-11 00:00:50+00:00,1493868400485056513,1557517359732121602,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:00:55+00:00,60181493,1557517378665201664,
2022-08-11 00:00:57+00:00,126720171,1557517387334930432,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:00:57+00:00,1152708800782184449,1557517390958792704,[<ReferencedTweet id=1557476634898452482 type=retweeted]
2022-08-11 00:01:01+00:00,1331334851392397314,1557517405244489728,
2022-08-11 00:01:11+00:00,1319698663447343108,1557517449892962307,
2022-08-11 00:01:14+00:00,1448483924397772801,1557517458545819650,[<ReferencedTweet id=1557305705945776128 type=retweeted]
2022-08-11 00:01:15+00:00,1285296184660303874,1557517465185357824,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:01:20+00:00,1522233004239863808,1557517486249099264,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:01:25+00:00,1448483924397772801,1557517506142674944,[<ReferencedTweet id=1557307595643387905 type=retweeted]
2022-08-11 00:01:29+00:00,729054734112403456,1557517522546688003,[<ReferencedTweet id=1556784272257826816 type=retweeted]
2022-08-11 00:01:40+00:00,1491231942255251462,1557517568826646528,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:01:43+00:00,1508842100439273472,1557517584131579906,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:01:44+00:00,8573382,1557517584697802754,[<ReferencedTweet id=1557479050020638723 type=retweeted]
2022-08-11 00:01:53+00:00,1326358272635506690,1557517624342372352,[<ReferencedTweet id=1557093137675390976 type=retweeted]
2022-08-11 00:01:53+00:00,1527285427736018944,1557517625877569537,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:01:54+00:00,1457360881973608454,1557517628549517312,[<ReferencedTweet id=1557479050020638723 type=retweeted]
2022-08-11 00:01:57+00:00,1203752431529664513,1557517640142409729,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:02:04+00:00,161495595,1557517668797878274,[<ReferencedTweet id=1557508542332018691 type=retweeted]
2022-08-11 00:02:05+00:00,992394041097707522,1557517672459419648,
2022-08-11 00:02:05+00:00,1382638196236902403,1557517676368592896,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:02:23+00:00,851980463115825152,1557517748720254978,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:02:30+00:00,1547245303077691392,1557517780290867200,[<ReferencedTweet id=1557483692095840261 type=retweeted]
2022-08-11 00:02:31+00:00,51242080,1557517782941679616,[<ReferencedTweet id=1557494448552017921 type=retweeted]
2022-08-11 00:02:41+00:00,1257417804585799685,1557517826168086534,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:02:41+00:00,475825673,1557517827178889216,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:02:49+00:00,1485431335204401157,1557517857474416645,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:02:51+00:00,328763842,1557517868908126208,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:02:57+00:00,94452898,1557517894476513280,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:03:01+00:00,518449163,1557517909848637443,[<ReferencedTweet id=1557509880650629120 type=quoted]
2022-08-11 00:03:01+00:00,1255716932260712450,1557517911304044544,
2022-08-11 00:03:10+00:00,1331334851392397314,1557517948343840768,[<ReferencedTweet id=1557452663662559234 type=retweeted]
2022-08-11 00:03:16+00:00,99160320,1557517973090336768,
2022-08-11 00:03:24+00:00,1323631992580296704,1557518007080849408,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:03:24+00:00,1103390350322864129,1557518007559127041,[<ReferencedTweet id=1557517210477891584 type=retweeted]
2022-08-11 00:03:26+00:00,37285040,1557518012999245825,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:03:26+00:00,17047840,1557518015159230464,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:03:37+00:00,1527922039314604035,1557518058360651776,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:03:37+00:00,1448483924397772801,1557518061925814273,[<ReferencedTweet id=1557471383076175873 type=retweeted]
2022-08-11 00:03:38+00:00,2377707721,1557518063968428032,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:03:38+00:00,363207242,1557518064295477255,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:03:48+00:00,344888071,1557518107404550145,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:03:51+00:00,1044591064156393475,1557518118238429185,[<ReferencedTweet id=1557510327058800642 type=retweeted]
2022-08-11 00:03:59+00:00,1002180467880284160,1557518153671925762,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:04:09+00:00,64634612,1557518192670646277,[<ReferencedTweet id=1557508710313885696 type=retweeted]
2022-08-11 00:04:15+00:00,250153037,1557518219405103111,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:04:21+00:00,58360188,1557518243274817537,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:04:24+00:00,66877866,1557518256008749058,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:04:24+00:00,72167214,1557518259242635266,
2022-08-11 00:04:32+00:00,202406066,1557518291626778626,
2022-08-11 00:04:39+00:00,1167926710475603968,1557518319716126725,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 03:12:56+00:00,56733955,1557518329522360320,[<ReferencedTweet id=1557518329522360320 type=replied_to]
2022-08-11 00:04:45+00:00,2792721306,1557518346668630017,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:04:46+00:00,1404241247850700801,1557518348769976320,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:04:56+00:00,1903740446,1557518390369075201,[<ReferencedTweet id=1557508542332018691 type=retweeted]
2022-08-11 00:04:58+00:00,1557140892569534464,1557518401991491587,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:05:12+00:00,1259651091530240001,1557518459344388104,[<ReferencedTweet id=1557517263133200384 type=retweeted]
2022-08-11 00:05:18+00:00,1517692011909951488,1557518485160435715,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:05:27+00:00,736398221359075328,1557518523244617729,[<ReferencedTweet id=1557509880650629120 type=retweeted]
2022-08-11 00:05:32+00:00,1462252310965501953,1557518544346161158,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:05:38+00:00,2290864605,1557518566651469825,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:05:40+00:00,14452136,1557518574771634179,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:05:45+00:00,1649057904,1557518595030237186,[<ReferencedTweet id=1557501231144239104 type=retweeted]
2022-08-11 00:05:51+00:00,1361742916788617216,1557518621685026817,[<ReferencedTweet id=1557502804868071425 type=retweeted]
2022-08-11 00:05:59+00:00,59151681,1557518654518034435,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:06:11+00:00,2851777618,1557518707584376837,[<ReferencedTweet id=1557479050020638723 type=retweeted]
2022-08-11 00:06:24+00:00,139796604,1557518762307371008,[<ReferencedTweet id=1557449052874227713 type=retweeted]
2022-08-11 00:06:32+00:00,1122665793429307393,1557518792590245888,[<ReferencedTweet id=1557509880650629120 type=retweeted]
