conversation_id,created_at,author_id,referenced_tweets
752842414344265728,2022-08-08 01:28:40+00:00,1519371652878020609,[<ReferencedTweet id=752842414344265728 type=replied_to]
1534686721039687681,2022-08-08 01:28:57+00:00,1435337273386676235,[<ReferencedTweet id=1534686721039687681 type=replied_to]
1545907719676338177,2022-08-08 01:21:53+00:00,1435337273386676235,[<ReferencedTweet id=1545907719676338177 type=replied_to]
1552063291526094848,2022-08-07 23:51:27+00:00,1539424033330143232,[<ReferencedTweet id=1556399023526973444 type=replied_to]
1553498031282180097,2022-08-07 23:56:25+00:00,1519703139552841730,[<ReferencedTweet id=1556373833250136065 type=replied_to]
1554789499162574848,2022-08-07 20:48:46+00:00,1430676420490153985,[<ReferencedTweet id=1554789499162574848 type=replied_to]
1554823168195407874,2022-08-08 01:35:34+00:00,1435337273386676235,[<ReferencedTweet id=1554823168195407874 type=replied_to]
1554864050462461954,2022-08-08 00:59:25+00:00,1293185423603204096,[<ReferencedTweet id=1554864050462461954 type=replied_to]
1554880783411716097,2022-08-07 20:48:28+00:00,1430676420490153985,[<ReferencedTweet id=1554880783411716097 type=replied_to]
1555161720213102594,2022-08-08 02:20:09+00:00,1318990732917678081,[<ReferencedTweet id=1555161720213102594 type=replied_to]
1555206189373325313,2022-08-08 01:29:04+00:00,1435337273386676235,[<ReferencedTweet id=1555206189373325313 type=replied_to]
1555521006051155968,2022-08-07 20:46:25+00:00,1430676420490153985,[<ReferencedTweet id=1555521006051155968 type=replied_to]
1555651345729949700,2022-08-07 19:27:17+00:00,798324717170081792,[<ReferencedTweet id=1555651345729949700 type=replied_to]
1555659695242756098,2022-08-08 01:27:48+00:00,1435337273386676235,[<ReferencedTweet id=1555659695242756098 type=replied_to]
1555669433493889029,2022-08-08 01:21:36+00:00,1435337273386676235,[<ReferencedTweet id=1555669433493889029 type=replied_to]
1555818807213654016,2022-08-07 20:48:17+00:00,1430676420490153985,[<ReferencedTweet id=1555818807213654016 type=replied_to]
1555852815695740930,2022-08-07 20:46:17+00:00,1430676420490153985,[<ReferencedTweet id=1555852815695740930 type=replied_to]
1555861691354718208,2022-08-07 20:48:08+00:00,1430676420490153985,[<ReferencedTweet id=1555861691354718208 type=replied_to]
1555977812263292929,2022-08-08 01:27:28+00:00,1312895067636543488,[<ReferencedTweet id=1555977812263292929 type=replied_to]
1556039795272552448,2022-08-08 02:02:26+00:00,1512440916212076556,[<ReferencedTweet id=1556039795272552448 type=replied_to]
1556050219946622977,2022-08-07 20:46:08+00:00,1430676420490153985,[<ReferencedTweet id=1556050219946622977 type=replied_to]
1556054957786365953,2022-08-07 00:01:38+00:00,895802673299062784,[<ReferencedTweet id=1556054957786365953 type=replied_to]
1556058442078584832,2022-08-07 01:13:59+00:00,895802673299062784,[<ReferencedTweet id=1556077947752177667 type=replied_to]
1556067714501935104,2022-08-08 00:58:41+00:00,364907394,[<ReferencedTweet id=1556067714501935104 type=replied_to]
1556069226590478337,2022-08-07 00:06:28+00:00,1247699666969530370,[<ReferencedTweet id=1555934046684909570 type=retweeted]
1556070567073415168,2022-08-07 00:11:48+00:00,798324717170081792,[<ReferencedTweet id=1556068007675396096 type=retweeted]
1556071856490389507,2022-08-07 00:16:55+00:00,536651737,
1556077979293425664,2022-08-07 00:41:15+00:00,798324717170081792,[<ReferencedTweet id=1556077479567179778 type=retweeted]
1556078229416542208,2022-08-07 00:42:15+00:00,1366522807216185345,[<ReferencedTweet id=1556077479567179778 type=retweeted]
1556079248447868929,2022-08-07 00:46:18+00:00,24509358,[<ReferencedTweet id=1555933031696834562 type=retweeted]
1556081941581123589,2022-08-07 00:57:00+00:00,155311856,[<ReferencedTweet id=1556077479567179778 type=retweeted]
1556081947037818881,2022-08-07 00:57:01+00:00,2730331730,[<ReferencedTweet id=1555992929193398274 type=retweeted]
1556081963429203968,2022-08-07 00:57:05+00:00,2730331730,[<ReferencedTweet id=1555993208982835201 type=retweeted]
1556082304686194691,2022-08-07 00:58:26+00:00,87273175,[<ReferencedTweet id=1555992929193398274 type=retweeted]
1556082420901969920,2022-08-07 00:58:54+00:00,87273175,[<ReferencedTweet id=1555993208982835201 type=retweeted]
1556083456479838208,2022-08-07 01:03:01+00:00,755926817266106368,[<ReferencedTweet id=1555992929193398274 type=retweeted]
1556085411566555136,2022-08-07 01:10:47+00:00,238149950,
1556085729322754050,2022-08-07 01:12:03+00:00,3262208290,[<ReferencedTweet id=1556085411566555136 type=retweeted]
1556088013427458050,2022-08-07 01:21:07+00:00,159688454,[<ReferencedTweet id=1555933031696834562 type=retweeted]
1556089789086048261,2022-08-07 01:28:11+00:00,1059706679971987456,[<ReferencedTweet id=1556077479567179778 type=retweeted]
1556090321255145472,2022-08-08 01:57:02+00:00,78740744,[<ReferencedTweet id=1556090321255145472 type=replied_to]
1556090955303895040,2022-08-07 01:32:49+00:00,145988668,[<ReferencedTweet id=1556086215455260672 type=retweeted]
1556099059227795457,2022-08-07 02:05:01+00:00,195935486,[<ReferencedTweet id=1556071856490389507 type=retweeted]
1556108785239949312,2022-08-07 02:43:40+00:00,1259635894899953664,[<ReferencedTweet id=1555930248247640065 type=retweeted]
1556114212480507904,2022-08-07 03:05:14+00:00,798324717170081792,
1556114972345864192,2022-08-07 03:08:15+00:00,431984926,[<ReferencedTweet id=1556085411566555136 type=retweeted]
1556115623423401989,2022-08-07 03:10:50+00:00,798324717170081792,
1556117655039496193,2022-08-07 03:18:54+00:00,798324717170081792,
1556118438447300609,2022-08-07 03:22:01+00:00,798324717170081792,
1556120799886573569,2022-08-07 03:31:24+00:00,56470032,[<ReferencedTweet id=1555992929193398274 type=retweeted]
1556121238581518336,2022-08-07 03:33:09+00:00,798324717170081792,[<ReferencedTweet id=1556120825765543936 type=quoted]
1556123554231554051,2022-08-07 03:42:21+00:00,798324717170081792,[<ReferencedTweet id=1556123187162890240 type=quoted]
1556124490341416961,2022-08-07 03:46:04+00:00,798324717170081792,[<ReferencedTweet id=1556124167359053825 type=quoted]
1556126145241817088,2022-08-07 03:52:39+00:00,798324717170081792,[<ReferencedTweet id=1556125827263242241 type=quoted]
1556127914751676417,2022-08-07 03:59:40+00:00,798324717170081792,[<ReferencedTweet id=1556127602905055232 type=quoted]
1556129421895106562,2022-08-07 04:05:40+00:00,798324717170081792,[<ReferencedTweet id=1556128996525473794 type=quoted]
1556130475357491201,2022-08-07 04:09:51+00:00,798324717170081792,[<ReferencedTweet id=1556130173048836102 type=quoted]
1556132890601312257,2022-08-07 04:19:27+00:00,798324717170081792,[<ReferencedTweet id=1549864625495236611 type=quoted]
1556133618933800962,2022-08-07 04:22:20+00:00,798324717170081792,[<ReferencedTweet id=1504516873261621252 type=quoted]
1556133923046006785,2022-08-07 04:23:33+00:00,798324717170081792,[<ReferencedTweet id=1555915211571429382 type=quoted]
1556134296284499970,2022-08-07 04:25:02+00:00,798324717170081792,[<ReferencedTweet id=1555915211571429382 type=quoted]
1556138177160675328,2022-08-07 04:40:27+00:00,1195026300295139328,
1556139156924932097,2022-08-07 04:44:21+00:00,1453026943033618433,[<ReferencedTweet id=1555930248247640065 type=retweeted]
1556139696258011136,2022-08-08 01:59:09+00:00,1539424033330143232,[<ReferencedTweet id=1556139696258011136 type=replied_to]
1556156914861588481,2022-08-08 01:53:37+00:00,1443338851217547266,[<ReferencedTweet id=1556156914861588481 type=replied_to]
1556159111779258368,2022-08-07 06:03:38+00:00,713772147194335232,[<ReferencedTweet id=1555930248247640065 type=retweeted]
1556160925559914496,2022-08-07 06:10:51+00:00,1046924558882738176,
1556161783353712642,2022-08-07 06:14:15+00:00,1279942245748277258,[<ReferencedTweet id=1556160925559914496 type=retweeted]
1556167535921434624,2022-08-07 06:37:07+00:00,1197983394958848000,[<ReferencedTweet id=1555934046684909570 type=retweeted]
1556185048948293632,2022-08-07 15:32:09+00:00,468968341,[<ReferencedTweet id=1556185048948293632 type=replied_to]
1556193058621898753,2022-08-07 08:18:32+00:00,1545757344604241920,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556222078604419072,2022-08-07 10:13:51+00:00,798324717170081792,[<ReferencedTweet id=1556138177160675328 type=retweeted]
1556224216630018049,2022-08-07 10:22:21+00:00,798324717170081792,[<ReferencedTweet id=1556132890601312257 type=retweeted]
1556225277742792707,2022-08-07 10:26:34+00:00,59383026,[<ReferencedTweet id=1555651345729949700 type=retweeted]
1556227493329309702,2022-08-07 10:35:22+00:00,798324717170081792,[<ReferencedTweet id=1555651345729949700 type=quoted]
1556227784170770443,2022-08-07 10:36:31+00:00,47967946,
1556228140707479552,2022-08-07 10:37:56+00:00,798324717170081792,[<ReferencedTweet id=1555993208982835201 type=quoted]
1556229748237418498,2022-08-07 10:44:19+00:00,798324717170081792,[<ReferencedTweet id=1556085411566555136 type=quoted]
1556230489001938946,2022-08-07 10:47:16+00:00,798324717170081792,[<ReferencedTweet id=1555992929193398274 type=quoted]
1556230545486528512,2022-08-07 10:47:30+00:00,798324717170081792,[<ReferencedTweet id=1555992929193398274 type=retweeted]
1556231150573654016,2022-08-07 10:49:54+00:00,798324717170081792,[<ReferencedTweet id=1556009577006727170 type=quoted]
1556231852398084096,2022-08-07 10:52:41+00:00,1151643742006382598,
1556232346017439747,2022-08-07 10:54:39+00:00,1541131371585961986,
1556233691889795076,2022-08-07 17:30:32+00:00,1350476516954673153,[<ReferencedTweet id=1556233691889795076 type=replied_to]
1556233906717958145,2022-08-07 11:00:51+00:00,1151643742006382598,
1556235157031555073,2022-08-07 11:05:49+00:00,1541131371585961986,
1556236120513462272,2022-08-07 11:09:39+00:00,218280963,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556236244904034305,2022-08-07 11:10:08+00:00,1541131371585961986,
1556238631915896832,2022-08-07 11:19:38+00:00,1151643742006382598,
1556239594500358145,2022-08-07 11:23:27+00:00,1541131371585961986,
1556241757729394688,2022-08-07 11:32:03+00:00,1151643742006382598,
1556242831127232512,2022-08-07 11:36:19+00:00,1541131371585961986,
1556243999886819329,2022-08-07 11:40:57+00:00,1535663632272478210,
1556244196331343876,2022-08-07 11:41:44+00:00,1541131371585961986,
1556244679380926464,2022-08-07 11:43:39+00:00,11202332,[<ReferencedTweet id=1554925329222979584 type=retweeted]
1556245238368329728,2022-08-07 11:45:53+00:00,1151643742006382598,
1556245653939961856,2022-08-07 11:47:32+00:00,1616308016,[<ReferencedTweet id=1555992929193398274 type=quoted]
1556246541031063553,2022-08-07 11:51:03+00:00,36156600,[<ReferencedTweet id=1556049376983883777 type=quoted]
1556246857621426176,2022-08-07 11:52:19+00:00,1541131371585961986,
1556246980845867010,2022-08-07 15:30:53+00:00,468968341,[<ReferencedTweet id=1556246980845867010 type=replied_to]
1556248114197053440,2022-08-07 11:57:18+00:00,1151643742006382598,
1556248684798611456,2022-08-07 13:03:13+00:00,798324717170081792,[<ReferencedTweet id=1556248684798611456 type=replied_to]
1556248708173414401,2022-08-07 20:46:02+00:00,1430676420490153985,[<ReferencedTweet id=1556248708173414401 type=replied_to]
1556248798317477888,2022-08-08 01:28:33+00:00,1376018366255804417,[<ReferencedTweet id=1556447426948497408 type=replied_to]
1556248802755022849,2022-08-07 12:00:02+00:00,1310449220491644930,
1556248924238876672,2022-08-07 12:00:31+00:00,1539283017356693505,
1556248979259752456,2022-08-07 12:00:45+00:00,1502449993906536448,
1556249066446721029,2022-08-07 15:02:21+00:00,895802673299062784,[<ReferencedTweet id=1556249066446721029 type=replied_to]
1556250169414455297,2022-08-07 12:05:28+00:00,1028802760454668289,[<ReferencedTweet id=1556238631915896832 type=retweeted]
1556250199676297216,2022-08-07 14:59:17+00:00,895802673299062784,[<ReferencedTweet id=1556250199676297216 type=replied_to]
1556251312496721920,2022-08-07 21:07:32+00:00,1433087032612491266,[<ReferencedTweet id=1556251312496721920 type=replied_to]
1556251370289856512,2022-08-07 12:10:15+00:00,1539283017356693505,
1556251958536699905,2022-08-07 12:12:35+00:00,1539283017356693505,
1556252251152318464,2022-08-07 12:13:45+00:00,1539283017356693505,
1556253961782534144,2022-08-07 12:20:32+00:00,1276710070638776323,
1556254146273099777,2022-08-07 12:21:16+00:00,951070688386928641,[<ReferencedTweet id=1556253961782534144 type=retweeted]
1556254322689728518,2022-08-07 12:21:58+00:00,798324717170081792,
1556254409977479168,2022-08-07 12:22:19+00:00,136030705,[<ReferencedTweet id=1556138177160675328 type=retweeted]
1556254470232854529,2022-08-07 12:22:34+00:00,1276710070638776323,
1556254591980916736,2022-08-07 14:56:16+00:00,895802673299062784,[<ReferencedTweet id=1556254591980916736 type=replied_to]
1556254604182044680,2022-08-07 12:23:06+00:00,871147448852508674,[<ReferencedTweet id=1556254470232854529 type=retweeted]
1556254999272906754,2022-08-07 12:24:40+00:00,871147448852508674,[<ReferencedTweet id=1556253961782534144 type=retweeted]
1556255154994876416,2022-08-07 12:25:17+00:00,1513234232176521217,[<ReferencedTweet id=1556254470232854529 type=retweeted]
1556255237534613504,2022-08-07 12:25:37+00:00,1466007303203790848,[<ReferencedTweet id=1556250199676297216 type=retweeted]
1556255263501750274,2022-08-07 12:25:43+00:00,1188191474636206082,
1556255349803565056,2022-08-07 12:26:03+00:00,1533451543416127491,[<ReferencedTweet id=1556254591980916736 type=quoted]
1556255606620803073,2022-08-07 12:27:05+00:00,215249864,[<ReferencedTweet id=1556255349803565056 type=retweeted]
1556255855179358210,2022-08-07 12:28:04+00:00,1545415894901325831,[<ReferencedTweet id=1556254470232854529 type=retweeted]
1556256111199719425,2022-08-07 12:29:05+00:00,1466007303203790848,
1556257154335739905,2022-08-07 12:33:14+00:00,1466007303203790848,
1556257622348668929,2022-08-07 12:35:05+00:00,116776718,
1556257853001842689,2022-08-07 12:36:00+00:00,1539283017356693505,
1556258507686645761,2022-08-07 12:38:36+00:00,798324717170081792,[<ReferencedTweet id=1556254591980916736 type=quoted]
1556258564611932161,2022-08-07 12:38:50+00:00,1539283017356693505,
1556258818652241921,2022-08-07 12:39:50+00:00,1539283017356693505,
1556259395935387648,2022-08-07 12:42:08+00:00,1145356002138701824,[<ReferencedTweet id=1556254470232854529 type=retweeted]
1556259632531791873,2022-08-07 12:43:04+00:00,253134452,[<ReferencedTweet id=1554925329222979584 type=retweeted]
1556259674747535360,2022-08-07 12:43:15+00:00,253134452,[<ReferencedTweet id=1555947556982689796 type=retweeted]
1556260170090651650,2022-08-07 12:45:13+00:00,1470544024306073606,[<ReferencedTweet id=1556250673158799362 type=retweeted]
1556260213048631296,2022-08-07 12:45:23+00:00,1470544024306073606,[<ReferencedTweet id=1556250199676297216 type=retweeted]
1556260816491511808,2022-08-07 12:47:47+00:00,864895747,[<ReferencedTweet id=1556255263501750274 type=retweeted]
1556261316121313281,2022-08-07 12:49:46+00:00,1151643742006382598,
1556261834159788032,2022-08-07 17:32:04+00:00,798324717170081792,[<ReferencedTweet id=1556329421266718721 type=replied_to]
1556263358621487106,2022-08-07 12:57:53+00:00,907201058,[<ReferencedTweet id=1556254470232854529 type=retweeted]
1556263377411997697,2022-08-07 12:57:57+00:00,1541131371585961986,
1556264077739151363,2022-08-07 13:00:44+00:00,1539283017356693505,
1556264137386332168,2022-08-07 13:00:58+00:00,891001341912522754,[<ReferencedTweet id=1556254470232854529 type=retweeted]
1556264903563960320,2022-08-07 13:04:01+00:00,1151643742006382598,
1556265127518904320,2022-08-07 13:04:55+00:00,134656566,
1556265351159087105,2022-08-07 13:05:48+00:00,1152636013723996160,[<ReferencedTweet id=1556261316121313281 type=retweeted]
1556265473976795138,2022-08-07 13:06:17+00:00,1152636013723996160,[<ReferencedTweet id=1556258564611932161 type=retweeted]
1556266274224836608,2022-08-07 13:09:28+00:00,145988668,[<ReferencedTweet id=1556250673158799362 type=retweeted]
1556266295586332674,2022-08-07 13:09:33+00:00,145988668,[<ReferencedTweet id=1556250199676297216 type=retweeted]
1556266326850764801,2022-08-07 13:09:41+00:00,145988668,[<ReferencedTweet id=1556254591980916736 type=retweeted]
1556266389874302977,2022-08-07 13:09:56+00:00,1151643742006382598,
1556266895166291968,2022-08-07 13:11:56+00:00,1083493813379891200,[<ReferencedTweet id=1555180210814869505 type=quoted]
1556267116097114114,2022-08-07 17:54:42+00:00,798324717170081792,[<ReferencedTweet id=1556267116097114114 type=replied_to]
1556267383773429760,2022-08-07 13:13:52+00:00,41292330,[<ReferencedTweet id=1556266895166291968 type=retweeted]
1556267481378996224,2022-08-07 13:14:16+00:00,700992816,
1556267557023371264,2022-08-07 19:40:12+00:00,1549074636763238402,[<ReferencedTweet id=1556267557023371264 type=replied_to]
1556268352187912192,2022-08-07 13:17:43+00:00,1539283017356693505,
1556268420940931072,2022-08-07 13:18:00+00:00,1390279807099936769,
1556268641892667392,2022-08-07 13:18:52+00:00,1539283017356693505,
1556268672380874752,2022-08-07 13:19:00+00:00,1390279807099936769,
1556268767759433729,2022-08-07 13:19:22+00:00,1135343798576398336,[<ReferencedTweet id=1556268672380874752 type=retweeted]
1556269042444402697,2022-08-07 13:20:28+00:00,1539283017356693505,
1556269124120199173,2022-08-07 13:20:47+00:00,1539283017356693505,
1556269175680561153,2022-08-07 13:21:00+00:00,1390279807099936769,
1556269189807149056,2022-08-07 13:21:03+00:00,1539283017356693505,
1556269206202728449,2022-08-07 19:38:37+00:00,798324717170081792,[<ReferencedTweet id=1556349108415352833 type=replied_to]
1556269270971072514,2022-08-07 13:21:22+00:00,1539283017356693505,
1556269340525314049,2022-08-07 13:21:39+00:00,1539283017356693505,
1556269374755016707,2022-08-07 13:21:47+00:00,118422297,[<ReferencedTweet id=1556268420940931072 type=retweeted]
1556269446985039874,2022-08-07 13:22:04+00:00,139111375,
1556269563888771078,2022-08-07 17:57:46+00:00,798324717170081792,[<ReferencedTweet id=1556269563888771078 type=replied_to]
1556269687570399234,2022-08-07 13:23:02+00:00,1101889788456644611,[<ReferencedTweet id=1556254470232854529 type=retweeted]
1556269852460982273,2022-08-07 13:23:41+00:00,118422297,[<ReferencedTweet id=1556269175680561153 type=retweeted]
1556269955523510273,2022-08-07 13:24:06+00:00,546852439,[<ReferencedTweet id=1556254470232854529 type=retweeted]
1556270003158220800,2022-08-07 13:24:17+00:00,1112471707749699585,
1556270140316057601,2022-08-07 13:24:50+00:00,1539283017356693505,
1556270182464491520,2022-08-07 13:25:00+00:00,1390279807099936769,
1556270384848289793,2022-08-07 13:25:48+00:00,983442121058373633,[<ReferencedTweet id=1556250673158799362 type=retweeted]
1556270533603360768,2022-08-07 13:26:23+00:00,983442121058373633,[<ReferencedTweet id=1556250199676297216 type=retweeted]
1556271189076504576,2022-08-07 13:29:00+00:00,1390279807099936769,
1556271530891517953,2022-08-07 13:30:21+00:00,1350476516954673153,[<ReferencedTweet id=1556271350460858369 type=retweeted]
1556272106920448001,2022-08-07 13:32:39+00:00,1488286987622789121,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556272447262842880,2022-08-07 13:34:00+00:00,1390279807099936769,
1556272950889758721,2022-08-07 13:36:00+00:00,1390279807099936769,
1556273202644516866,2022-08-07 13:37:00+00:00,1390279807099936769,
1556273331741024256,2022-08-07 13:37:31+00:00,87438176,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556273705654767619,2022-08-07 13:39:00+00:00,1390279807099936769,
1556273847988518912,2022-08-07 13:39:34+00:00,1059706679971987456,[<ReferencedTweet id=1556258507686645761 type=quoted]
1556273893576478721,2022-08-07 13:39:45+00:00,1350476516954673153,[<ReferencedTweet id=1556273763330805762 type=retweeted]
1556273937956454400,2022-08-07 13:39:55+00:00,811597442823110656,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556274032374435840,2022-08-07 13:40:18+00:00,1053012449945899009,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556274167326056454,2022-08-07 13:40:50+00:00,1221018002084200448,[<ReferencedTweet id=1555930248247640065 type=retweeted]
1556274209030119426,2022-08-07 13:41:00+00:00,1390279807099936769,
1556274289237803011,2022-08-07 13:41:19+00:00,1084525988250353664,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556274332623675393,2022-08-07 13:41:29+00:00,1084525988250353664,[<ReferencedTweet id=1555940111967207430 type=retweeted]
1556274460650606594,2022-08-07 13:42:00+00:00,1390279807099936769,
1556274712384348162,2022-08-07 13:43:00+00:00,1390279807099936769,
1556274761508036608,2022-08-07 13:43:11+00:00,158448866,[<ReferencedTweet id=1555958081489616898 type=retweeted]
1556274762594279427,2022-08-07 13:43:12+00:00,320796311,[<ReferencedTweet id=1556273705654767619 type=retweeted]
1556274841334038529,2022-08-07 13:43:31+00:00,1108422880939917313,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556274963954401286,2022-08-07 13:44:00+00:00,1390279807099936769,
1556275038688518144,2022-08-07 13:44:18+00:00,253134452,[<ReferencedTweet id=1555940111967207430 type=retweeted]
1556275254368112643,2022-08-07 13:45:09+00:00,1189273525984608257,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556275673920053248,2022-08-07 13:46:49+00:00,152997608,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556275701543833604,2022-08-07 13:46:56+00:00,381104023,[<ReferencedTweet id=1556274209030119426 type=retweeted]
1556275947418034176,2022-08-07 13:47:54+00:00,1059706679971987456,[<ReferencedTweet id=1556258564611932161 type=retweeted]
1556276380991627264,2022-08-07 13:49:38+00:00,767522539782467584,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556276481050951680,2022-08-07 13:50:01+00:00,740390417762516993,[<ReferencedTweet id=1556274712384348162 type=retweeted]
1556276676648108032,2022-08-07 13:50:48+00:00,142499519,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556276707690450944,2022-08-07 13:50:55+00:00,1332753868430712834,[<ReferencedTweet id=1556273705654767619 type=retweeted]
1556276738685947904,2022-08-07 13:51:03+00:00,1151643742006382598,
1556276749201473537,2022-08-07 13:51:05+00:00,1425230927853146113,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556276758303096834,2022-08-07 13:51:08+00:00,24361739,
1556277096770576386,2022-08-07 13:52:28+00:00,1524417056996831234,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556277190928601088,2022-08-07 13:52:51+00:00,1151643742006382598,
1556277481375731712,2022-08-07 13:54:00+00:00,24361739,
1556277560517935104,2022-08-08 01:56:55+00:00,78740744,[<ReferencedTweet id=1556277560517935104 type=replied_to]
1556277808023961601,2022-08-07 13:55:18+00:00,63351063,[<ReferencedTweet id=1556269446985039874 type=retweeted]
1556278254096506890,2022-08-07 13:57:04+00:00,1101927544218103810,[<ReferencedTweet id=1556261316121313281 type=retweeted]
1556278672281272322,2022-08-07 13:58:44+00:00,1403353750782287877,[<ReferencedTweet id=1556255263501750274 type=retweeted]
1556278794356408322,2022-08-07 13:59:13+00:00,1101927544218103810,[<ReferencedTweet id=1556238631915896832 type=retweeted]
1556278839629824000,2022-08-07 13:59:24+00:00,1101927544218103810,[<ReferencedTweet id=1556264903563960320 type=retweeted]
1556278883208404992,2022-08-07 13:59:34+00:00,1101927544218103810,[<ReferencedTweet id=1556273847988518912 type=retweeted]
1556278926036582406,2022-08-07 13:59:44+00:00,1101927544218103810,[<ReferencedTweet id=1556254591980916736 type=retweeted]
1556278969716150277,2022-08-07 13:59:55+00:00,1101927544218103810,[<ReferencedTweet id=1556277190928601088 type=retweeted]
1556278980684161027,2022-08-07 13:59:57+00:00,3192650853,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556278998216368130,2022-08-07 14:00:02+00:00,1101927544218103810,[<ReferencedTweet id=1556266389874302977 type=retweeted]
1556279240676769796,2022-08-07 14:00:59+00:00,1539283017356693505,
1556279479777087489,2022-08-07 14:01:56+00:00,1101927544218103810,[<ReferencedTweet id=1556245238368329728 type=retweeted]
1556279517412474881,2022-08-07 14:02:05+00:00,1101927544218103810,[<ReferencedTweet id=1556276738685947904 type=retweeted]
1556279601848270849,2022-08-07 14:02:26+00:00,342846899,[<ReferencedTweet id=1555992929193398274 type=retweeted]
1556279804072058882,2022-08-07 14:03:14+00:00,1101927544218103810,[<ReferencedTweet id=1556248114197053440 type=retweeted]
1556279934389260291,2022-08-07 14:03:45+00:00,1101927544218103810,[<ReferencedTweet id=1556231852398084096 type=retweeted]
1556280134038061056,2022-08-07 14:04:32+00:00,873051835,[<ReferencedTweet id=1556156914861588481 type=retweeted]
1556280191495929856,2022-08-07 14:04:46+00:00,1030560276796588032,
1556280281027444738,2022-08-07 14:05:07+00:00,1148750380999815168,[<ReferencedTweet id=1555930248247640065 type=retweeted]
1556280608824909825,2022-08-07 14:06:26+00:00,1541131371585961986,
1556280796662857728,2022-08-07 14:07:10+00:00,925383854805913601,[<ReferencedTweet id=1555930248247640065 type=retweeted]
1556281276704882694,2022-08-07 14:09:05+00:00,764987727909621760,
1556281300901924867,2022-08-07 14:09:11+00:00,515898248,
1556281308107653120,2022-08-07 14:09:12+00:00,1491108520594485261,[<ReferencedTweet id=1556270182464491520 type=retweeted]
1556281366886895616,2022-08-07 14:09:26+00:00,1083493813379891200,
1556281605206982658,2022-08-07 16:55:07+00:00,895802673299062784,[<ReferencedTweet id=1556313299314245634 type=replied_to]
1556281658784956422,2022-08-07 14:46:27+00:00,1091797216916918273,[<ReferencedTweet id=1556281658784956422 type=replied_to]
1556282186332082177,2022-08-07 14:12:42+00:00,109549905,
